[15-Mar-2013 11:14:15 America/Los_Angeles] PHP Notice:  Undefined index: timestamp in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\dataminingtool.php on line 21
[11-Jul-2013 15:40:21 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:40:21 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:40:21 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:40:21 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:40:21 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 65
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 65
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 65
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 65
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 65
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 65
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 66
[11-Jul-2013 15:41:47 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 67
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 71
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 67
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 71
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 67
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 71
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 67
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 71
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 67
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 71
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 67
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:44:50 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 71
[11-Jul-2013 15:47:59 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:47:59 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:47:59 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:47:59 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:47:59 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:47:59 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:48:39 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:48:39 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:48:39 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:48:39 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:48:39 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:48:39 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 68
[11-Jul-2013 15:52:03 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 70
[11-Jul-2013 15:52:03 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 70
[11-Jul-2013 15:52:03 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 70
[11-Jul-2013 15:52:03 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 70
[11-Jul-2013 15:52:03 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 70
[11-Jul-2013 15:52:03 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 70
[11-Jul-2013 15:52:45 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:52:45 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:52:45 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:52:45 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:52:45 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:52:45 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:53:24 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:53:24 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:53:24 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:53:24 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:53:24 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:53:24 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:54:02 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:54:02 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:54:02 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:54:02 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:54:02 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:54:02 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-00942: table or view does not exist in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:56:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:56:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:56:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:56:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:56:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:56:30 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:58:14 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:58:14 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:58:14 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:58:14 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:58:14 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[11-Jul-2013 15:58:14 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[12-Jul-2013 10:16:26 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[12-Jul-2013 10:16:26 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[12-Jul-2013 10:16:26 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[12-Jul-2013 10:16:26 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[12-Jul-2013 10:16:26 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[12-Jul-2013 10:16:26 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
[12-Jul-2013 10:22:03 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 69
